exp_id,parent_id,date,approach,change,tier,n_features,cv_mean,cv_std,folds,delta,significant,lb,runtime_min,seed,config,verdict,gini_pred,total_rel_err,best_iters,notes
e0250,e0049,2026-08-22T18:25:06,gbdt_magnitude,"train on BUYERS ONLY (y>0), L2 on log1p, score corr(L,.|Z=1) -- the isolation alone",confirm,665,1.11543,0.00278,"[1.1112, 1.11873, 1.11326, 1.11738, 1.11657]",0.05637,yes,,227.4,0,configs/e0250_magnitude.yaml,kill,0.0,0.0,"[178, 178, 178, 178, 178]","rho|Z=1 0.53812 vs same-session all-rows ref 0.48175 (d +0.05637, 5/5 folds); ceiling 0.6001; cv_mean col = RMSLE among BUYERS ONLY, not the competition metric. the control for every arm below: if this alone moves rho|Z=1, the gain is the restricted population, not the loss. If it does not, e0010's hurdle null is reproduced under conditional scoring and the term needs a different loss, not a different split. | MAGNITUDE ARM. rho|Z=1 beats the isotonic control by +0.028 (genuine information, NOT recalibration) but LOO RMSLE through the hurdle is WORSE than clf x e0049 by +0.00025..+0.00133. Pre-registered bar required BOTH; only 'info' achieved. This is IDEAS.md I13's conversion failure, measured: the magnitude term has real unclaimed signal and it does not reach the metric. See EXPERIMENTS.md 1r."
e0251,e0049,2026-08-22T18:25:06,gbdt_magnitude,buyers-only + Huber(alpha=1.0) instead of L2 -- bound the tail's gradient,confirm,665,1.11673,0.00297,"[1.11276, 1.12048, 1.11374, 1.11843, 1.11825]",0.05545,yes,,227.4,0,configs/e0250_magnitude.yaml,kill,0.0,0.0,"[178, 178, 178, 178, 178]","rho|Z=1 0.53720 vs same-session all-rows ref 0.48175 (d +0.05545, 5/5 folds); ceiling 0.6001; cv_mean col = RMSLE among BUYERS ONLY, not the competition metric.  | MAGNITUDE ARM. rho|Z=1 beats the isotonic control by +0.028 (genuine information, NOT recalibration) but LOO RMSLE through the hurdle is WORSE than clf x e0049 by +0.00025..+0.00133. Pre-registered bar required BOTH; only 'info' achieved. This is IDEAS.md I13's conversion failure, measured: the magnitude term has real unclaimed signal and it does not reach the metric. See EXPERIMENTS.md 1r."
e0252,e0049,2026-08-22T18:25:06,gbdt_magnitude,"buyers-only + L1 (predicts the conditional MEDIAN, not the mean)",confirm,665,1.11771,0.00311,"[1.11389, 1.12167, 1.11423, 1.11984, 1.11893]",0.055,yes,,227.4,0,configs/e0250_magnitude.yaml,kill,0.0,0.0,"[178, 178, 178, 178, 178]","rho|Z=1 0.53675 vs same-session all-rows ref 0.48175 (d +0.05500, 5/5 folds); ceiling 0.6001; cv_mean col = RMSLE among BUYERS ONLY, not the competition metric. expected to LOSE on rho if the mean is the right functional -- it is the falsifier for 'the tail is the problem'. A win here would mean the L2 estimate is tail-dragged. | MAGNITUDE ARM. rho|Z=1 beats the isotonic control by +0.028 (genuine information, NOT recalibration) but LOO RMSLE through the hurdle is WORSE than clf x e0049 by +0.00025..+0.00133. Pre-registered bar required BOTH; only 'info' achieved. This is IDEAS.md I13's conversion failure, measured: the magnitude term has real unclaimed signal and it does not reach the metric. See EXPERIMENTS.md 1r."
e0253,e0049,2026-08-22T18:25:06,gbdt_magnitude,"buyers-only + rank-Gaussian target, predictions mapped back to the L scale",confirm,665,1.11563,0.00281,"[1.11237, 1.12046, 1.11333, 1.11597, 1.11602]",0.0563,yes,,227.4,0,configs/e0250_magnitude.yaml,kill,0.0,0.0,"[178, 178, 178, 178, 178]","rho|Z=1 0.53805 vs same-session all-rows ref 0.48175 (d +0.05630, 5/5 folds); ceiling 0.6001; cv_mean col = RMSLE among BUYERS ONLY, not the competition metric. the shape of the residual changes, the ORDER does not. Inverse map is the empirical quantile function of the training L, so the output is on the L scale and rho comparable. | MAGNITUDE ARM. rho|Z=1 beats the isotonic control by +0.028 (genuine information, NOT recalibration) but LOO RMSLE through the hurdle is WORSE than clf x e0049 by +0.00025..+0.00133. Pre-registered bar required BOTH; only 'info' achieved. This is IDEAS.md I13's conversion failure, measured: the magnitude term has real unclaimed signal and it does not reach the metric. See EXPERIMENTS.md 1r."
e0254,e0049,2026-08-22T18:25:06,gbdt_magnitude,"buyers-only + higher capacity (leaves 63->255, min_data 200->40)",confirm,665,1.11644,0.00277,"[1.11271, 1.12048, 1.11405, 1.11793, 1.11701]",0.05516,yes,,227.4,0,configs/e0250_magnitude.yaml,kill,0.0,0.0,"[178, 178, 178, 178, 178]","rho|Z=1 0.53690 vs same-session all-rows ref 0.48175 (d +0.05516, 5/5 folds); ceiling 0.6001; cv_mean col = RMSLE among BUYERS ONLY, not the competition metric.  | MAGNITUDE ARM. rho|Z=1 beats the isotonic control by +0.028 (genuine information, NOT recalibration) but LOO RMSLE through the hurdle is WORSE than clf x e0049 by +0.00025..+0.00133. Pre-registered bar required BOTH; only 'info' achieved. This is IDEAS.md I13's conversion failure, measured: the magnitude term has real unclaimed signal and it does not reach the metric. See EXPERIMENTS.md 1r."
e0255,e0049,2026-08-22T18:25:06,gbdt_magnitude,"buyers-only + lower capacity (leaves 63->31, min_data 200->800)",confirm,665,1.1156,0.00299,"[1.11094, 1.11896, 1.11336, 1.11784, 1.1169]",0.05625,yes,,227.4,0,configs/e0250_magnitude.yaml,kill,0.0,0.0,"[178, 178, 178, 178, 178]","rho|Z=1 0.53800 vs same-session all-rows ref 0.48175 (d +0.05625, 5/5 folds); ceiling 0.6001; cv_mean col = RMSLE among BUYERS ONLY, not the competition metric. brackets e0254. If neither side of the bracket moves, capacity is flat here as it was on the full population, and the regime question is closed rather than untested. | MAGNITUDE ARM. rho|Z=1 beats the isotonic control by +0.028 (genuine information, NOT recalibration) but LOO RMSLE through the hurdle is WORSE than clf x e0049 by +0.00025..+0.00133. Pre-registered bar required BOTH; only 'info' achieved. This is IDEAS.md I13's conversion failure, measured: the magnitude term has real unclaimed signal and it does not reach the metric. See EXPERIMENTS.md 1r."
e0256,e0049,2026-08-22T18:25:07,gbdt_magnitude,"buyers-only + e0093's tuned LightGBM params (tuned on ALL rows, applied to buyers)",confirm,665,1.11484,0.00264,"[1.11099, 1.1183, 1.11268, 1.11635, 1.11586]",0.057,yes,,227.4,0,configs/e0250_magnitude.yaml,kill,0.0,0.0,"[1162, 1162, 1162, 1162, 1162]","rho|Z=1 0.53874 vs same-session all-rows ref 0.48175 (d +0.05700, 5/5 folds); ceiling 0.6001; cv_mean col = RMSLE among BUYERS ONLY, not the competition metric. e0093 scored 1.76453 on all rows. Whether its optimum transfers to a population with 44% of the rows removed is itself the question -- min_data_in_leaf 1594 is a large fraction of a buyers-only leaf budget. | MAGNITUDE ARM. rho|Z=1 beats the isotonic control by +0.028 (genuine information, NOT recalibration) but LOO RMSLE through the hurdle is WORSE than clf x e0049 by +0.00025..+0.00133. Pre-registered bar required BOTH; only 'info' achieved. This is IDEAS.md I13's conversion failure, measured: the magnitude term has real unclaimed signal and it does not reach the metric. See EXPERIMENTS.md 1r."
e0257,e0049,2026-08-22T18:25:07,gbdt_magnitude,buyers-only + tuned params + Huber (e0256 x e0251 interaction),confirm,665,1.11611,0.0028,"[1.11258, 1.11967, 1.11306, 1.11788, 1.11734]",0.05608,yes,,227.4,0,configs/e0250_magnitude.yaml,kill,0.0,0.0,"[1162, 1162, 1162, 1162, 1162]","rho|Z=1 0.53783 vs same-session all-rows ref 0.48175 (d +0.05608, 5/5 folds); ceiling 0.6001; cv_mean col = RMSLE among BUYERS ONLY, not the competition metric. CLAUDE.md 4.1: a combination is its own experiment and must be re-validated; the deltas of e0251 and e0256 do not add. Interpreted only against those two. | MAGNITUDE ARM. rho|Z=1 beats the isotonic control by +0.028 (genuine information, NOT recalibration) but LOO RMSLE through the hurdle is WORSE than clf x e0049 by +0.00025..+0.00133. Pre-registered bar required BOTH; only 'info' achieved. This is IDEAS.md I13's conversion failure, measured: the magnitude term has real unclaimed signal and it does not reach the metric. See EXPERIMENTS.md 1r."
e0260,e0049,2026-08-22T22:39:55,gbdt_direct,"5-seed averaging in LOG space, e0049 regime otherwise unchanged",confirm,665,1.76516,0.02158,"[1.77298, 1.79375, 1.77666, 1.75043, 1.732]",-0.16345,yes,,467.8,0,configs/e0260_regime.yaml,keep,0.7724,-0.5919,"[178, 178, 178, 178, 178]","5-seed averaging in log space. CV 1.76516, d -0.00034 vs same-session e0049-regime ref, 5/5 folds, 3.8 sigma. Closes EXPERIMENTS.md section 4 note 3 (GBDT multi-seed averaging, listed as never run). NOTE: screen tier said -0.00170; the confirm gives -0.00034, a 5x screen inflation (2 anchors leave far more seed variance to average than 8-25 do). Does NOT help the blend: seed averaging raises member rho AND its correlation with the blend, so rho_partial falls (measured on the e0101 seed replicates: -0.00048 -> -0.00330)."
e0261,e0049,2026-08-22T22:39:55,gbdt_direct,sample weight = 0.5^(anchor_age/60d) -- recency decay over training anchors,confirm,665,1.76548,0.02151,"[1.77329, 1.79415, 1.77692, 1.75028, 1.73278]",-0.16314,no,,467.8,0,configs/e0260_regime.yaml,kill,0.7733,-0.5884,"[178, 178, 178, 178, 178]","anchor recency decay half-life 60d. d -0.00002, 2/5 folds, 0.3 sigma = no effect. With e0262 this closes BACKLOG Band B e0012/B3 (recency weighting of training anchors), open and never run until now."
e0262,e0049,2026-08-22T22:39:55,gbdt_direct,sample weight = 0.5^(anchor_age/180d) -- gentler recency decay,confirm,665,1.76551,0.0216,"[1.77333, 1.79409, 1.77718, 1.75052, 1.73244]",-0.16311,no,,467.8,0,configs/e0260_regime.yaml,kill,0.773,-0.5901,"[178, 178, 178, 178, 178]","anchor recency decay half-life 180d. d +0.00000, 1/5 folds = no effect. Brackets e0261 at 3x the half-life; the decay surface is flat, like the e0070-e0073 truncation surface."
e0263,e0049,2026-08-22T22:39:56,gbdt_direct,"sample weight 2.0 on buyers (y>0), 1.0 on non-buyers",confirm,665,1.82591,0.0157,"[1.83144, 1.84355, 1.83245, 1.82531, 1.79681]",-0.10271,yes,,467.8,0,configs/e0260_regime.yaml,kill,0.7137,-0.5147,"[178, 178, 178, 178, 178]","buyer sample weight 2.0. d +0.06040, 0/5 folds. Badly worse."
e0264,e0049,2026-08-22T22:39:56,gbdt_direct,"sample weight 0.5 on buyers -- the opposite direction, brackets e0263",confirm,665,1.82586,0.03128,"[1.83671, 1.86611, 1.84751, 1.79406, 1.78493]",-0.10276,yes,,467.8,0,configs/e0260_regime.yaml,kill,0.826,-0.665,"[178, 178, 178, 178, 178]","buyer sample weight 0.5. d +0.06035, 0/5 folds. Badly worse. With e0263 a clean BRACKET: both directions hurt by nearly the same amount, so L2's implicit row-count weighting of the classification vs magnitude terms is already at its optimum. Closes the lever."
e0265,e0049,2026-08-22T22:39:56,gbdt_direct,5-seed averaging + buyer weight 2.0 (e0260 x e0263 interaction),confirm,665,1.82551,0.01543,"[1.83109, 1.8434, 1.83143, 1.82447, 1.79717]",-0.10311,yes,,467.8,0,configs/e0260_regime.yaml,kill,0.7135,-0.5154,"[178, 178, 178, 178, 178]","5-seed averaging + buyer weight 2.0. d +0.06000, 0/5 folds. The bad component dominates the good one; deltas do not add (CLAUDE.md 4.1)."
e0266,e0049,2026-08-22T22:39:57,gbdt_direct,e0093 tuned params + 3-seed averaging (tuned optimum under seed averaging),confirm,665,1.76441,0.0216,"[1.77244, 1.79286, 1.77614, 1.74923, 1.73138]",-0.16421,yes,,467.8,0,configs/e0260_regime.yaml,keep,0.7735,-0.5887,"[1162, 1162, 1162, 1162, 1162]","e0093 tuned params + 3-seed averaging. CV 1.76441, d -0.00110, 5/5 folds, 12.2 sigma. BEST TABULAR CV IN THE PROJECT (prev best e0093 1.76453 / e0090 1.76469). Test predictions via src/predict_seeds.py -> subs/e0266.csv + subs/e0266_cal.csv. Per-user seed sd at 1162 rounds is only 0.0138, which is why the confirm delta is far below the 178-round screen. Standalone submission only -- not a blend member (see e0260 note)."
e0267,e0264,2026-08-22T23:55:00,nn_seq,"hidden 128 -> 192 (ONE change), the upper arm of the capacity sweep",confirm,85,1.74444,0.00314,"[1.74097, 1.7434, 1.74156, 1.74831, 1.74794]",0.00063,yes,,131.4,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --hidden 192 --tag-suffix e0267,kill,,,,"d RMSLE +0.00063, d rho -0.00024, AUC -0.00009. Confirms the direction: MORE capacity is worse. Together with e0266 this brackets the optimum below 128."
e0268,e0264,2026-08-22T23:45:00,nn_seq,layers 2 -> 3 (ONE change),confirm,85,1.74394,0.0033,"[1.74046, 1.74317, 1.74055, 1.74837, 1.74715]",0.00013,no,,96.1,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --layers 3 --tag-suffix e0268,kill,,,,"d rho -0.00008, d RMSLE +0.00013. DEPTH is not the capacity axis that matters here -- width is. Consistent with e0108 on the frozen-fold path (3 layers = no effect)."
e0269,e0264,2026-08-22T23:30:00,nn_seq,"weight_decay 1e-5 -> 1e-3 (ONE change), the last untested regularisation knob",confirm,85,1.74379,0.00341,"[1.74004, 1.74273, 1.74062, 1.74837, 1.7472]",-2e-05,no,,79.4,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --wd 1e-3 --tag-suffix e0269,kill,,,,"d rho +0.00002 = nil. With e0261/e0262 (dropout) this closes the EXPLICIT-regularisation axis entirely: the causal GRU is not helped by dropout or weight decay, only by having fewer parameters."
e0271,e0264,2026-08-23T02:30:00,nn_seq,hidden 128 -> 32,confirm,85,1.74292,0.00331,"[1.73931, 1.74196, 1.73974, 1.74729, 1.7463]",-0.00089,yes,,141.1,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --hidden 32 --tag-suffix e0271,park,,,,rho 0.66519. Past the optimum -- d48 is better. Completes the unimodal curve.
e0272,e0264,2026-08-23T02:00:00,nn_seq,hidden 128 -> 48 (ONE change) -- THE OPTIMUM of the causal-path capacity curve,confirm,85,1.7427,0.00331,"[1.73907, 1.74187, 1.73945, 1.74709, 1.74604]",-0.00111,yes,,112.4,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --hidden 48 --tag-suffix e0272,keep,,,,"BEST ON THE PATH. rho 0.66525 = +0.00039 vs the d128 control, 14x anything else measured here; AUC 0.84667. Curve is unimodal: d192 .66462 < d128 .66486 < d96 .66497 < d64 .66513 < d48 .66525 > d32 .66519. Survives §1j's fixed-epoch control (e0280-e0283 2x2: width effect +0.00023 at 14ep, +0.00080 at 22ep, and it GROWS with budget because d128 overfits where the small model keeps learning). Median best-epoch 32 vs d128's 14. BUT measured blend value is only +0.000064 rho (pass-through 0.19, not the modelled 0.52) -> 1.646602 -> 1.646454."
e0273,e0264,2026-08-23T01:10:00,nn_seq,"hidden 128 -> 96 (ONE change), filling the capacity curve between d64 and d128",confirm,85,1.74344,0.00323,"[1.73982, 1.74242, 1.74048, 1.7475, 1.74699]",-0.00037,marginal,,82.9,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --hidden 96 --tag-suffix e0273,park,,,,"rho 0.66497 (+0.00011). The capacity curve is MONOTONE on rho: d64 0.66513 > d96 0.66497 > d128 0.66486 > d192 0.66462. Sits exactly between its neighbours, which is what a real capacity effect looks like."
e0274,e0264,2026-08-23T01:00:00,nn_seq,"loss = MSE + 1.0*(1 - within-anchor rho). IDEAS.md §I2, 'designed, not run': after 1b's calibration only rho scores, yet MSE also pays for a level and a spread that calibration discards",confirm,85,1.74488,0.00328,"[1.74166, 1.74419, 1.74156, 1.74928, 1.74773]",0.00107,yes,,72.7,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --loss mix --corr-weight 1.0 --tag-suffix e0274,kill,,,,"§I2 RUN AND REFUTED ON THE CAUSAL PATH. d rho +0.00001 = NIL; d RMSLE +0.00107 (worse, as expected -- the objective stops optimising level/spread). IDEAS.md downgraded I2 on the grounds it 'shares HL-Gauss's mechanism'; it does NOT (HL-Gauss changes the estimator of the conditional mean, this is affine-invariant), but the conclusion holds anyway. Training directly on the scored quantity buys nothing, which is strong evidence the model is not mis-optimised -- it is signal-limited."
e0275,e0264,2026-08-23T02:40:00,nn_seq,"loss = PURE within-anchor correlation (1 - rho), no MSE term at all",confirm,85,2.71737,0.21367,"[2.61505, 2.64447, 2.67249, 2.69587, 2.95895]",0.97356,yes,,124.7,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --loss corr --tag-suffix e0275,kill,,,,"RMSLE 2.717 is EXPECTED and not the finding -- a pure correlation objective leaves the scale unanchored, and 1b says scale is free. The finding is rho = 0.66428, BELOW the 0.66486 control. So §I2 is refuted in both forms: mix +0.00001, pure -0.00058. Training directly on the scored quantity does not help, which is evidence the model is signal-limited rather than mis-optimised."
e0276,e0266,2026-08-23T01:15:00,nn_seq,hidden 64 + the §I2 correlation loss -- composing the two live levers,confirm,85,1.74336,0.00312,"[1.73997, 1.74283, 1.74016, 1.7472, 1.74664]",0.00034,no,,88.4,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --hidden 64 --loss mix --corr-weight 1.0 --tag-suffix e0276,kill,,,,"rho 0.66514 vs e0266's (d64 alone) 0.66513 = +0.00001. The correlation loss adds NOTHING on top of the width change. Two independent measurements of §I2 at different widths, both nil."
e0280,e0264,2026-08-23T01:20:00,nn_seq,"d128 control at a FIXED 14 epochs, scored ONCE at the final epoch (§1j's prescribed fix). Not a model change -- a MEASUREMENT change, to price the min-of-N selection bias",confirm,85,1.74505,0.00372,"[1.74222, 1.74343, 1.74087, 1.74898, 1.74973]",0.00124,yes,,57.0,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --fixed-epochs --hidden 128 --epochs 14 --tag-suffix e0280,keep,,,,"PRICES THE PROTOCOL'S OWN BIAS. Identical config to e0264 except the metric is the FINAL epoch rather than the MIN over an early-stopped curve: RMSLE 1.74505 vs 1.74381 (+0.00124), rho 0.66467 vs 0.66486 (+0.00019). So every number this path has ever reported is inflated by ~0.0012 RMSLE / 0.0002 rho -- larger than almost every effect measured on it, INCLUDING d64's +0.00027. The bias roughly cancels between arms with matched epoch counts, but e0266 (d64) averaged 22.4 best-epochs against the control's 13.5, so it does NOT cancel there. e0281/e0282/e0283 complete the 2x2 that separates width from training length."
e0281,e0280,2026-08-23T02:10:00,nn_seq,"2x2 CELL: d64 x 14 fixed epochs, scored once",confirm,85,1.74445,0.00358,"[1.74101, 1.74379, 1.74071, 1.7479, 1.74886]",-0.0006,yes,,46.5,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --fixed-epochs --hidden 64 --epochs 14 --tag-suffix e0281,keep,,,,rho 0.66490 vs e0280 (d128 x 14) 0.66467 = width effect +0.00023 with ZERO selection bias.
e0282,e0280,2026-08-23T02:20:00,nn_seq,"2x2 CELL: d128 x 22 fixed epochs, scored once",confirm,85,1.74498,0.00345,"[1.74124, 1.74426, 1.74159, 1.74937, 1.74844]",-7e-05,no,,81.6,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --fixed-epochs --hidden 128 --epochs 22 --tag-suffix e0282,keep,,,,rho 0.66424 -- WORSE than d128 x 14 (0.66467). The big model OVERFITS with more budget.
e0283,e0280,2026-08-23T02:25:00,nn_seq,"2x2 CELL: d64 x 22 fixed epochs, scored once",confirm,85,1.74357,0.00328,"[1.73965, 1.74281, 1.74073, 1.74773, 1.7469]",-0.00148,yes,,70.0,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --fixed-epochs --hidden 64 --epochs 22 --tag-suffix e0283,keep,,,,"rho 0.66504. COMPLETES THE 2x2 AND SETTLES THE §1j QUESTION: at matched epochs and no selection, width is worth +0.00023 (14ep) and +0.00080 (22ep). The effect GROWS with budget -- d128 goes 0.66467 -> 0.66424 while d64 goes 0.66490 -> 0.66504. Real capacity x epochs interaction, not an evaluation-count artefact."
e0290,e0101,2026-08-23T09:12:03,nn_seq,"control: e0101 GRU, corr_lambda=0 (byte-identical MSE path), SAME-SESSION reference",confirm,13,1.76458,0.0211,"[1.77291, 1.79298, 1.77464, 1.74997, 1.7324]",-0.16404,yes,,3.7,0,configs/e0290_corrloss.yaml,,0.7722,-0.584,"[[1.85099, 1.77739, 1.77161, 1.77016, 1.76717, 1.76523, 1.76344, 1.76123, 1.75871, 1.75625, 1.75412, 1.75296], [1.84949, 1.77671, 1.77021, 1.76955, 1.76719, 1.76601, 1.7638, 1.76234, 1.76001, 1.75802, 1.75623, 1.7552], [1.85663, 1.77726, 1.77499, 1.77291, 1.77063, 1.76966, 1.76811, 1.76674, 1.76472, 1.76319, 1.76166, 1.76081], [1.86342, 1.78497, 1.7785, 1.77825, 1.7757, 1.77446, 1.77368, 1.77201, 1.77014, 1.76874, 1.76747, 1.76674], [1.85758, 1.78065, 1.77749, 1.77442, 1.77297, 1.7723, 1.77126, 1.76913, 1.76807, 1.7668, 1.76593, 1.76529]]","corr_lambda=0.0. within_day_corr centres each day-column on its masked mean before pooling covariance, so the term rewards within-anchor rho (EXPERIMENTS.md §1r), not the pooled/calendar correlation."
e0291,e0290,2026-08-23T09:15:51,nn_seq,"GRU + within-day Pearson loss, corr_lambda=0.3 (blend (1-lam)*MSE + lam*(1-corr))",confirm,13,1.7649,0.02114,"[1.77291, 1.79366, 1.77497, 1.74998, 1.73296]",-0.16372,yes,,3.8,0,configs/e0291_corrloss.yaml,,0.7728,-0.5836,"[[1.85342, 1.77614, 1.77159, 1.77005, 1.76711, 1.76478, 1.76352, 1.76148, 1.75883, 1.75654, 1.75453, 1.75337], [1.84863, 1.77357, 1.77041, 1.76943, 1.76708, 1.76551, 1.76354, 1.76222, 1.76016, 1.75833, 1.75655, 1.75575], [1.8545, 1.77733, 1.77467, 1.77309, 1.77064, 1.76885, 1.76827, 1.76663, 1.76463, 1.7632, 1.76186, 1.76105], [1.85871, 1.78256, 1.7785, 1.77733, 1.7757, 1.77439, 1.77366, 1.77212, 1.77056, 1.76924, 1.76799, 1.76724], [1.86172, 1.77871, 1.77595, 1.77431, 1.77295, 1.77195, 1.77072, 1.76945, 1.76827, 1.76718, 1.76628, 1.76567]]","corr_lambda=0.3. within_day_corr centres each day-column on its masked mean before pooling covariance, so the term rewards within-anchor rho (EXPERIMENTS.md §1r), not the pooled/calendar correlation."
e0292,e0290,2026-08-23T09:19:38,nn_seq,"GRU + within-day Pearson loss, corr_lambda=0.5 (blend (1-lam)*MSE + lam*(1-corr))",confirm,13,1.76488,0.02077,"[1.77299, 1.79293, 1.77459, 1.75076, 1.7331]",-0.16374,yes,,3.8,0,configs/e0292_corrloss.yaml,,0.7714,-0.5844,"[[1.84865, 1.77627, 1.7713, 1.7686, 1.76768, 1.76494, 1.76397, 1.762, 1.75918, 1.75711, 1.75502, 1.75407], [1.84797, 1.77363, 1.7712, 1.76908, 1.76753, 1.76594, 1.76406, 1.7625, 1.76055, 1.75877, 1.75714, 1.75623], [1.85507, 1.77728, 1.77398, 1.77247, 1.77095, 1.76924, 1.76879, 1.76707, 1.76522, 1.76395, 1.76244, 1.76161], [1.85915, 1.78249, 1.77869, 1.77727, 1.77555, 1.77448, 1.77363, 1.77217, 1.77073, 1.76958, 1.76834, 1.76771], [1.85686, 1.779, 1.7754, 1.77439, 1.77343, 1.77216, 1.77092, 1.76986, 1.76892, 1.7678, 1.76685, 1.76621]]","corr_lambda=0.5. within_day_corr centres each day-column on its masked mean before pooling covariance, so the term rewards within-anchor rho (EXPERIMENTS.md §1r), not the pooled/calendar correlation."
e0293,e0290,2026-08-23T09:23:26,nn_seq,"GRU + within-day Pearson loss, corr_lambda=0.7 (blend (1-lam)*MSE + lam*(1-corr))",confirm,13,1.76515,0.0209,"[1.77364, 1.79346, 1.77475, 1.7504, 1.7335]",-0.16347,yes,,3.8,0,configs/e0293_corrloss.yaml,,0.7709,-0.5846,"[[1.84476, 1.77579, 1.77042, 1.76913, 1.76753, 1.7651, 1.76461, 1.76236, 1.75972, 1.75753, 1.75555, 1.75451], [1.8436, 1.77291, 1.77085, 1.76911, 1.76755, 1.76587, 1.76452, 1.76322, 1.76156, 1.7601, 1.75862, 1.75772], [1.85113, 1.77683, 1.77388, 1.77276, 1.77129, 1.76987, 1.76942, 1.76802, 1.76632, 1.76521, 1.76392, 1.76312], [1.8596, 1.78133, 1.77861, 1.77743, 1.77643, 1.77575, 1.77434, 1.77314, 1.77199, 1.77088, 1.76989, 1.76918], [1.8573, 1.77904, 1.77556, 1.77487, 1.77425, 1.77293, 1.77208, 1.77112, 1.76997, 1.76914, 1.76819, 1.76765]]","corr_lambda=0.7. within_day_corr centres each day-column on its masked mean before pooling covariance, so the term rewards within-anchor rho (EXPERIMENTS.md §1r), not the pooled/calendar correlation."
e02948,e0101,2026-08-23T12:18:00,nn_seq,"SEQ FAMILY (frozen folds): d_model 128 -> 48, testing whether the causal path's width finding transfers",confirm,13,1.76359,0.02074,"[1.77154, 1.79174, 1.77357, 1.74875, 1.73235]",-0.00099,yes,,3.3,0,configs/e02948_seqd48.yaml,park,,,,"IT TRANSFERS, AND THE OPTIMUM IS THE SAME d48. -0.00099 vs e0101 = 5x sigma_noise(0.00020), WINS 5/5 FOLDS. Curve: d32 1.76460, d48 1.76359, d64 1.76380, d96 1.76436, d128 1.76458 -- unimodal, same peak as the causal path measured on a COMPLETELY DIFFERENT protocol (date folds vs user split). ***BUT THE BLEND ABSORBS IT ENTIRELY***: swapping e0101 -> d48 moves the 10-member blend by +0.000001, and swapping ALL FIVE GRU members to d48 makes it WORSE (-0.000024) by destroying the seed-averaging diversity those slots provide. A 5-sigma member win worth one part in a million at the blend."
e0301,e0300_cal,2026-08-23T15:00:00,nn_seq,"SUBMISSION: champion structure, usercv slot d128 -> d48 (e0295 full-data model), weights unchanged",confirm,85,,,,-0.000133,yes,1.646456,16.5,0;1;2,src/predict_usercv.py --variant full --exp-id e0295_usercv48 --hidden 48 --epochs 32 --seeds 3 ; src/blend_ext.py,keep,,,,"NEW CHAMPION 1.646456. Predicted 1.646454 from OOF, actual 1.646456 -- error 2e-6. rho 0.703790 -> 0.703846."
e0340,e0049,2026-08-23T14:35:01,tfm_icl,"TabICLv2 in-context learner, 100k context x top-200 features -- the one untested function class",confirm,163,1.77013,0.02135,"[1.77764, 1.79847, 1.78176, 1.75524, 1.73752]",-0.15849,,,171.4,0,configs/e0340_tabicl.yaml,kill,0.7891,-0.5683,[],"TabICLv2 (BSD-3) in-context learner, 100k context x top-200 feats, frozen folds. cv 1.77013, pooled rho_B 0.65915 (only -0.0042 behind e0266 -- the I17 gate predicted a +0.00887 RMSLE handicap; the real cost is ~a third of that). DECISION NUMBER: r vs the champion = 0.99433, needed <=0.9866. rho_partial -0.00545 = -13.4% of the bar; LOFO blend test +0.000000, 0/5 folds, out-of-fold weights all 0.00. WORTH KEEPING: ICL DID break the GBDT correlation floor -- every GBDT family sits at r~0.998 (LightGBM/XGBoost/CatBoost/AutoGluon, 6.5x lr range, 185-vs-665 feats), and a function class with no split-finding and no greedy loss descent reached 0.99433, cutting the unexplained fraction (1-r^2) by 2.7x. The mechanism is real; the magnitude is ~a third of what the bar needs. This closes the tabular axis on EVIDENCE rather than inference: a fundamentally different function class at comparable quality still does not decorrelate enough. See EXPERIMENTS.md 9g."
